latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
21.94781,86.31383,306.35,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,291.75,1.31,N,0
21.97447,86.10142,326.85,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.95,1.98,N,0
21.97386,86.10565,308.62,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.15,1.98,N,0
21.92967,86.41563,308.49,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,290.81,0.41,N,0
21.92909,86.41972,302.22,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,288.43,0.41,N,0
21.92738,86.40697,310.51,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,290.46,1.28,N,0
21.92563,86.4192,306.76,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,291,1.85,N,0
21.92274,86.41467,326.47,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,294.91,1.85,N,0
21.95803,86.16696,309.49,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,290.58,0.81,N,0
21.92391,86.40646,299.75,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,289.21,1.28,N,0
21.95392,86.17072,305.5,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.12,1.27,N,0
21.91986,86.4101,304.04,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,293.82,2.25,N,0
21.91927,86.41419,312.37,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,293.47,1.89,N,0
21.91639,86.40955,320.13,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,293.58,2.25,N,0
21.91581,86.41366,332.02,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,294.53,1.89,N,0
21.95041,86.1703,315.7,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.92,1.27,N,0
21.9498,86.17462,305.61,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.12,1.23,N,0
21.94919,86.17893,313.95,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.84,1.23,N,0
21.9469,86.19514,301.66,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,291.31,1.01,N,0
21.94749,86.16567,320.16,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,295.82,2.87,N,0
21.91353,86.4048,306.87,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,291.47,1.13,N,0
21.91294,86.40898,315.8,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,293.13,1.13,N,0
21.91008,86.40418,311.45,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,288.73,1.13,N,0
21.90949,86.40834,304.99,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,292.15,1.13,N,0
21.93987,86.1691,309.79,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.54,1.62,N,0
21.91646,86.33455,303.32,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,291.18,1.15,N,0
21.91298,86.33401,321.45,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,292.05,1.15,N,0
21.93883,86.1511,300.09,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,289.76,0.67,N,0
21.93637,86.16859,318.23,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.83,1.62,N,0
21.92998,86.21389,314.14,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.95,1.87,N,0
21.92236,86.26784,304.53,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.49,1.11,N,0
21.93534,86.15051,303.57,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.7,1.71,N,0
21.93351,86.16353,314.02,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.76,1.87,N,0
21.9329,86.16791,308.38,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.21,1.87,N,0
21.92707,86.20927,306.2,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.5,1.35,N,0
21.91011,86.32928,302.96,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,291.55,1.5,N,0
21.90901,86.21104,306.51,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.23,0.93,N,0
21.90843,86.21518,312.22,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.41,0.93,N,0
21.88755,86.36343,306.33,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,291.6,1.24,N,0
21.88186,86.40364,302.71,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,290.29,1.11,N,0
21.90736,86.19733,310.61,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.12,1.39,N,0
21.90673,86.20187,308.33,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.5,1.19,N,0
21.90611,86.20628,307.99,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.46,1.19,N,0
21.90146,86.23947,311.53,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.93,2.01,N,0
21.90855,86.16325,302.12,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,289.64,0.33,N,0
21.90265,86.20559,314.48,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.31,1.19,N,0
21.89103,86.28845,314.93,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.96,2.15,N,0
21.89046,86.29252,306.02,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,292.3,1.32,N,0
21.90852,86.13789,303.25,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,291.1,0.76,N,0
21.90673,86.15073,319.71,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,295.48,1.41,N,0
21.90099,86.1918,300.85,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,289.03,0.98,N,0
21.89919,86.20475,310.02,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.67,1.14,N,0
21.89861,86.20896,315.96,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.66,1.33,N,0
21.89802,86.21313,305.13,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.14,1.33,N,0
21.86577,86.13354,303.29,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,288.77,0.65,N,0
21.86048,86.17075,315.06,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.85,1.1,N,0
21.8599,86.17484,305.77,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.2,1.1,N,0
21.83809,86.3275,301.96,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,291.19,0.83,N,0
21.8564,86.17435,311.61,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.38,1.1,N,0
21.84884,86.17735,312.65,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.97,1.26,N,0
21.82654,86.3339,307.68,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,291.58,0.93,N,0
21.84295,86.19373,351.08,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,297.18,5.53,N,0
21.84593,86.17273,313.94,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.42,2.03,N,0
21.84476,86.18098,318.53,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.52,1.29,N,0
21.82448,86.14774,304.77,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.27,0.75,N,0
21.7936,86.36619,298.63,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,288.06,0.3,N,0
21.821,86.14713,304.23,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,291.55,1.3,N,0
21.79014,86.36569,302.94,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,291.54,1.02,N,0
21.81866,86.13837,317.99,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.76,1.23,N,0
21.81809,86.14243,306.11,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.25,1.23,N,0
21.79191,86.3282,303.39,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,291.56,0.58,N,0
21.78321,86.36462,310.55,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,291.34,1.05,N,0
21.78262,86.36877,302.15,0.42,0.38,2021-03-07,1943,N,VIIRS,n,2,290.38,0.62,N,0
21.8,86.22053,344.01,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,295.62,6.31,N,0
21.81936,86.08221,309.69,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.71,1.22,N,0
21.81819,86.09058,311.61,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,291.07,2.05,N,0
21.79651,86.22002,331.73,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,293.5,4.11,N,0
21.81001,86.12357,311.11,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.95,2.33,N,0
21.80941,86.12791,305.95,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.32,1.96,N,0
21.79131,86.23173,325.29,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.03,2.31,N,0
21.80478,86.13549,305.94,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,291.6,1.37,N,0
21.69542,86.14465,308.4,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,294.39,1.5,N,0
21.68264,86.15954,304.63,0.43,0.38,2021-03-07,1943,N,VIIRS,n,2,292.59,1.66,N,0
21.84824,86.18067,332.03,0.52,0.5,2021-03-08,0656,N,VIIRS,l,2,302.33,5.82,D,0
21.88033,86.31887,339.66,0.51,0.49,2021-03-08,0656,N,VIIRS,n,2,303.99,5.78,D,0
21.85272,86.17932,346.14,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,303.05,5.62,D,0
21.95488,86.19199,332.24,0.52,0.5,2021-03-08,0656,N,VIIRS,l,2,306.33,3.69,D,0
21.94797,86.15728,333.71,0.52,0.5,2021-03-08,0656,N,VIIRS,l,2,306.73,4.77,D,0
21.96451,86.21668,341.21,0.51,0.5,2021-03-08,0656,N,VIIRS,n,2,306.37,4.74,D,0
21.95244,86.1559,335.77,0.52,0.5,2021-03-08,0656,N,VIIRS,l,2,308.71,4.77,D,0
21.99927,86.2252,335.25,0.51,0.5,2021-03-08,0656,N,VIIRS,n,2,304.99,4.58,D,0
21.85881,86.39964,340.39,0.5,0.49,2021-03-08,0656,N,VIIRS,n,2,302.15,5.53,D,0
21.87572,86.39043,340.97,0.5,0.49,2021-03-08,0656,N,VIIRS,n,2,302.75,5.82,D,0
21.98731,86.35552,331.03,0.5,0.49,2021-03-08,0656,N,VIIRS,n,2,299.81,3.71,D,0
21.8361,86.16745,332.6,0.52,0.5,2021-03-08,0656,N,VIIRS,l,2,303.04,4.46,D,0
21.84072,86.1668,342.71,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,303.74,11.33,D,0
21.84931,86.18609,342.39,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,301.17,6.17,D,0
21.8592,86.18808,336.87,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,300.92,8.38,D,0
21.94351,86.15873,336.23,0.52,0.5,2021-03-08,0656,N,VIIRS,l,2,307.39,8.3,D,0
21.94464,86.16439,336.19,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,306.02,4.41,D,0
21.94565,86.16947,345.83,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,306.06,4.41,D,0
21.98204,86.35255,332.77,0.5,0.49,2021-03-08,0656,N,VIIRS,n,2,300.71,3.58,D,0
21.86178,86.17709,344.75,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,305.11,11.39,D,0
21.85725,86.1782,336.09,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,302.07,5.62,D,0
21.85822,86.18313,332.57,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,301.39,8.38,D,0
21.88803,86.18984,331.99,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,303.25,2.94,D,0
21.89367,86.24284,330.03,0.51,0.5,2021-03-08,0656,N,VIIRS,l,2,302.42,5.63,D,0
21.8882,86.28716,337.87,0.51,0.49,2021-03-08,0656,N,VIIRS,n,2,302.42,3.78,D,0
21.90822,86.24253,337.61,0.51,0.5,2021-03-08,0656,N,VIIRS,n,2,301.59,9.03,D,0
21.77101,86.19402,336.98,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,302.08,4.88,D,0
21.99856,86.22223,336.02,0.51,0.5,2021-03-08,0656,N,VIIRS,n,2,306.04,2.83,D,0
21.76297,86.20142,340.33,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,302.73,7.16,D,0
21.76195,86.19627,338.18,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,303.96,4.04,D,0
21.74295,86.07582,333.62,0.53,0.5,2021-03-08,0656,N,VIIRS,l,2,306.09,2.61,D,0
21.74091,86.0655,331.4,0.53,0.5,2021-03-08,0656,N,VIIRS,l,2,306.34,4.62,D,0
21.88848,86.19196,331.8,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,303.68,5,D,0
21.89299,86.19082,343.66,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,304.39,5,D,0
21.8935,86.23991,331.71,0.51,0.5,2021-03-08,0656,N,VIIRS,l,2,302.36,5.53,D,0
21.88932,86.28889,338.63,0.51,0.49,2021-03-08,0656,N,VIIRS,n,2,303.41,3.77,D,0
21.76979,86.19241,337.04,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,302.66,5.06,D,0
21.92657,86.21623,335.52,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,302.94,5.79,D,0
21.92558,86.21131,344.72,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,303.96,5.79,D,0
21.96237,86.34792,333.26,0.51,0.49,2021-03-08,0656,N,VIIRS,n,2,300.39,3.58,D,0
21.94684,86.1992,342.73,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,307.2,10.92,D,0
21.95178,86.22395,341.7,0.51,0.5,2021-03-08,0656,N,VIIRS,n,2,307.11,13.52,D,0
21.76179,86.1998,347.39,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,304.74,5.22,D,0
21.76635,86.19884,334.13,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,300.74,5.22,D,0
21.91449,86.20325,334.66,0.52,0.5,2021-03-08,0656,N,VIIRS,n,2,301.83,3.55,D,0
21.99498,86.33141,312.33,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,295.2,2.65,N,0
21.94585,86.23344,304.97,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.41,1.98,N,0
21.99065,86.37066,315.54,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,297.32,3.12,N,0
21.98799,86.23026,311.93,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,294.3,1.9,N,0
21.98275,86.23538,305.01,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.43,1.33,N,0
21.97367,86.2336,305.11,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.16,1.65,N,0
21.96917,86.23238,302.73,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,291.56,0.71,N,0
21.94359,86.41507,307.84,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,293.7,2.2,N,0
21.95613,86.18346,309.87,0.51,0.5,2021-03-08,1924,N,VIIRS,n,2,294.08,1.89,N,0
21.95041,86.23416,311.73,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,294.03,1.98,N,0
21.95147,86.18356,305.92,0.51,0.5,2021-03-08,1924,N,VIIRS,n,2,294.52,1.89,N,0
21.99546,86.3271,312,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,295.29,3.05,N,0
21.91668,86.32828,303.39,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,291.82,1.6,N,0
21.92861,86.2216,308.8,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,294.02,2.8,N,0
21.98053,86.37384,310.3,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,295.59,3.29,N,0
21.99925,86.1731,303.75,0.52,0.5,2021-03-08,1924,N,VIIRS,n,2,292.31,1.18,N,0
21.9751,86.38102,305.31,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,294.09,1.33,N,0
21.84679,86.16402,305.97,0.51,0.5,2021-03-08,1924,N,VIIRS,n,2,291.58,1.13,N,0
21.84624,86.16895,306.71,0.51,0.5,2021-03-08,1924,N,VIIRS,n,2,292.02,1.05,N,0
21.82593,86.34811,305.33,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,291.03,1.07,N,0
21.84223,86.16324,303.76,0.51,0.5,2021-03-08,1924,N,VIIRS,n,2,291.72,0.57,N,0
21.82312,86.33243,301.84,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,290.89,1.22,N,0
21.82145,86.3471,299.13,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,289.08,0.64,N,0
21.83767,86.16238,302.03,0.51,0.5,2021-03-08,1924,N,VIIRS,n,2,291.52,0.57,N,0
21.8331,86.20312,303.98,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,292.35,1.68,N,0
21.83257,86.20775,305.16,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,292.54,1.55,N,0
21.82468,86.23679,308.7,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,291.89,1.53,N,0
21.83961,86.0611,311.19,0.52,0.5,2021-03-08,1924,N,VIIRS,n,2,292.2,0.9,N,0
21.80023,86.24844,312.76,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,292.59,3.05,N,0
21.83148,86.17606,307.89,0.51,0.5,2021-03-08,1924,N,VIIRS,n,2,292.05,1.84,N,0
21.91983,86.21713,306.15,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.77,1.71,N,0
21.91719,86.24086,307.48,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.48,1.47,N,0
21.91584,86.21124,307.94,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.99,1.94,N,0
21.91526,86.21648,307.9,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.44,1.29,N,0
21.91472,86.22135,311.23,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.89,1.29,N,0
21.98717,86.36049,319.43,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,296.56,2.6,N,0
21.98604,86.37082,316.22,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,295.95,3.13,N,0
21.98098,86.37502,321.16,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,296.62,3.13,N,0
21.98052,86.37912,320.24,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,296.08,3.07,N,0
21.99825,86.21691,304.13,0.51,0.5,2021-03-08,1924,N,VIIRS,n,2,294.08,1.3,N,0
21.99768,86.22217,308.9,0.51,0.5,2021-03-08,1924,N,VIIRS,n,2,294.84,2.37,N,0
21.99713,86.22723,315.33,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,294.98,2.37,N,0
21.98256,86.36058,308.8,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,295.28,2.6,N,0
21.99879,86.16898,302.77,0.52,0.5,2021-03-08,1924,N,VIIRS,n,2,291.13,1.14,N,0
21.97602,86.3782,305.79,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,294.46,1.92,N,0
21.98739,86.23149,308.2,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.76,1.36,N,0
21.98006,86.37793,332.98,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,297.18,3.29,N,0
21.99836,86.22095,308.85,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,294.92,2.32,N,0
21.99776,86.22607,314.8,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,294.87,1.72,N,0
21.99721,86.23089,305.49,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,294.25,1.72,N,0
21.98223,86.35936,307.36,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,294.86,1.63,N,0
21.88379,86.28606,315.32,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,292.11,1.79,N,0
21.88214,86.30027,305.75,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,291.26,1.54,N,0
21.88041,86.27547,302.4,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,290.91,2.29,N,0
21.84877,86.22855,301.29,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,289.35,1.22,N,0
21.83006,86.39235,305.63,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,291.73,1.82,N,0
21.79315,86.22884,313.27,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,292.43,1.55,N,0
21.79158,86.24304,312.04,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.5,2.07,N,0
21.77895,86.23163,307.85,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,292.95,1.26,N,0
21.88323,86.29092,307.21,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,291.63,1.79,N,0
21.8474,86.19978,307.9,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.36,2.49,N,0
21.82604,86.38744,303.83,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,292.06,1,N,0
21.79564,86.24816,306.08,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,293.82,2.07,N,0
21.91014,86.22073,303.07,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,292.89,1.29,N,0
21.91362,86.14669,308.19,0.52,0.5,2021-03-08,1924,N,VIIRS,n,2,291.98,1.52,N,0
21.89117,86.30886,304.34,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,292.27,1.39,N,0
21.89062,86.31384,303.9,0.5,0.49,2021-03-08,1924,N,VIIRS,n,2,291.66,1.01,N,0
21.88814,86.29453,306.22,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,291.84,1.77,N,0
21.88466,86.2842,308.12,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,292.43,2.02,N,0
21.8841,86.28927,311.69,0.51,0.49,2021-03-08,1924,N,VIIRS,n,2,291.37,2.02,N,0
21.73761,86.18858,302.66,0.51,0.49,2021-03-08,1925,N,VIIRS,n,2,290.95,1.4,N,0
21.77918,86.23029,307.21,0.51,0.49,2021-03-08,1925,N,VIIRS,n,2,292.79,2.17,N,0
21.69205,86.13866,303.64,0.51,0.5,2021-03-08,1925,N,VIIRS,n,2,293.59,1.26,N,0
21.85107,86.22648,331.46,0.51,0.66,2021-03-09,0637,N,VIIRS,n,2,299.16,3.77,D,0
21.75188,86.07682,331.53,0.52,0.67,2021-03-09,0637,N,VIIRS,n,2,300.38,4.74,D,0
21.75307,86.08199,340.28,0.52,0.67,2021-03-09,0637,N,VIIRS,n,2,300.57,9.31,D,0
21.75198,86.07874,337.74,0.52,0.67,2021-03-09,0637,N,VIIRS,n,2,300.78,6.58,D,0
21.80415,86.32549,330.78,0.5,0.66,2021-03-09,0637,N,VIIRS,n,2,297.38,2.61,D,0
21.7532,86.08389,338.34,0.52,0.67,2021-03-09,0637,N,VIIRS,n,2,300.73,7.2,D,0
21.88066,86.26786,350.35,0.61,0.71,2021-03-09,0817,N,VIIRS,n,2,299.38,10.51,D,0
21.88733,86.26752,349.67,0.61,0.71,2021-03-09,0817,N,VIIRS,n,2,296.77,10.51,D,0
21.88465,86.26571,367,0.61,0.71,2021-03-09,0818,N,VIIRS,h,2,299.23,17.76,D,0
21.98636,86.23776,338.07,0.61,0.71,2021-03-09,0818,N,VIIRS,n,2,299.56,8.17,D,0
21.89135,86.2657,345.52,0.61,0.71,2021-03-09,0818,N,VIIRS,n,2,298.1,8.03,D,0
21.95581,86.408,350.96,0.49,0.4,2021-03-11,0740,N,VIIRS,n,2,304.99,39.15,D,0
21.77964,86.02393,335.78,0.47,0.39,2021-03-11,0740,N,VIIRS,n,2,307.16,1.8,D,0
21.82824,86.11939,303.45,0.48,0.4,2021-03-11,2008,N,VIIRS,n,2,290.45,0.81,N,0
21.82456,86.11881,306.47,0.48,0.4,2021-03-11,2008,N,VIIRS,n,2,290.84,0.81,N,0
21.8793,86.04518,309.47,0.48,0.4,2021-03-11,2008,N,VIIRS,n,2,289.43,1.27,N,0
21.86634,86.18308,337.75,0.39,0.36,2021-03-12,0721,N,VIIRS,n,2,302.12,3.15,D,0
21.86694,86.18682,335.49,0.39,0.36,2021-03-12,0721,N,VIIRS,n,2,303.4,3.15,D,0
21.86301,86.18371,340.78,0.39,0.36,2021-03-12,0721,N,VIIRS,n,2,302.96,3.15,D,0
21.73282,86.15337,338.91,0.39,0.36,2021-03-12,0721,N,VIIRS,n,2,300.15,4.05,D,0
21.99928,86.40242,334.61,0.39,0.36,2021-03-12,0721,N,VIIRS,n,2,302.33,3.27,D,0
21.79444,86.18278,300.6,0.39,0.36,2021-03-12,1950,N,VIIRS,n,2,290.41,0.25,N,0
21.86048,86.121,306.37,0.39,0.36,2021-03-12,1950,N,VIIRS,n,2,290.08,0.75,N,0
21.84152,86.03009,305.55,0.42,0.45,2021-03-13,1931,N,VIIRS,n,2,288.8,0.78,N,0
21.71635,86.14704,301.36,0.41,0.45,2021-03-13,1931,N,VIIRS,n,2,289.9,0.44,N,0
21.86397,86.19118,302.56,0.41,0.45,2021-03-13,1931,N,VIIRS,n,2,289.23,0.63,N,0
21.75307,86.32773,367,0.4,0.6,2021-03-14,0643,N,VIIRS,h,2,301.07,9.44,D,0
21.71941,86.18549,303.82,0.41,0.61,2021-03-14,1912,N,VIIRS,n,2,288.96,0.86,N,0
21.68935,86.11795,334.95,0.37,0.58,2021-03-15,0805,N,VIIRS,n,2,301.24,1.44,D,0
21.80919,86.16508,331.08,0.38,0.59,2021-03-15,0805,N,VIIRS,l,2,303.84,3.35,D,0
21.69299,86.11824,330.52,0.37,0.58,2021-03-15,0805,N,VIIRS,l,2,301.45,1.35,D,0
21.72867,86.15855,302.65,0.38,0.59,2021-03-15,2033,N,VIIRS,n,2,292.23,0.64,N,0
21.77362,86.41828,301.98,0.4,0.6,2021-03-15,2033,N,VIIRS,n,2,291.34,1,N,0
21.78586,86.20664,302.6,0.38,0.59,2021-03-15,2033,N,VIIRS,n,2,291.33,0.77,N,0
21.78655,86.20351,300.85,0.38,0.59,2021-03-15,2033,N,VIIRS,n,2,290.07,0.63,N,0
21.70324,86.20312,338.05,0.38,0.43,2021-03-16,0746,N,VIIRS,n,2,305.32,2.92,D,0
21.68738,86.12016,343.66,0.57,0.43,2021-03-16,0746,N,VIIRS,n,2,308.79,5.81,D,0
21.75057,86.32527,339.19,0.39,0.44,2021-03-16,0746,N,VIIRS,n,2,307.08,4.8,D,0
21.7663,86.31947,335.07,0.39,0.44,2021-03-16,0746,N,VIIRS,l,2,307.7,4.32,D,0
21.76483,86.20666,331.23,0.38,0.43,2021-03-16,0746,N,VIIRS,l,2,305.15,1.58,D,0
21.95514,86.41853,353.37,0.4,0.44,2021-03-16,0746,N,VIIRS,n,2,306.04,7.79,D,0
21.70817,86.14233,344.36,0.57,0.43,2021-03-16,0746,N,VIIRS,n,2,308.16,5.4,D,0
21.70364,86.13844,338.54,0.57,0.43,2021-03-16,0746,N,VIIRS,l,2,309.11,5.4,D,0
21.70421,86.14317,332.26,0.57,0.43,2021-03-16,0746,N,VIIRS,l,2,307.05,5.4,D,0
21.71153,86.13646,332.51,0.57,0.43,2021-03-16,0746,N,VIIRS,l,2,307.38,4.08,D,0
21.83005,86.33725,338.47,0.39,0.44,2021-03-16,0746,N,VIIRS,n,2,303.68,2.11,D,0
21.84493,86.15395,338.69,0.57,0.43,2021-03-16,0746,N,VIIRS,n,2,308.1,10.43,D,0
21.71937,86.16151,306.68,0.39,0.44,2021-03-16,2015,N,VIIRS,n,2,290.83,0.53,N,0
